gameId,season,week,gameDate,gameTimeEastern,homeTeamAbbr,visitorTeamAbbr,homeFinalScore,visitorFinalScore,Result
2018092700,2018,4,9/27/2018,20:20:00,LA,MIN,38,31,LA
2018093000,2018,4,9/30/2018,13:00:00,ATL,CIN,36,37,CIN
2018093001,2018,4,9/30/2018,13:00:00,CHI,TB,48,10,CHI
2018093002,2018,4,9/30/2018,13:00:00,DAL,DET,26,24,DAL
2018093003,2018,4,9/30/2018,13:00:00,GB,BUF,22,0,GB
2018093004,2018,4,9/30/2018,13:00:00,IND,HOU,34,37,HOU
2018093005,2018,4,9/30/2018,13:00:00,JAX,NYJ,31,12,JAX
2018093006,2018,4,9/30/2018,13:00:00,NE,MIA,38,7,NE
2018093007,2018,4,9/30/2018,13:00:00,TEN,PHI,26,23,TEN
2018093008,2018,4,9/30/2018,16:05:00,ARI,SEA,17,20,SEA
2018093009,2018,4,9/30/2018,16:05:00,OAK,CLE,45,42,OAK
2018093010,2018,4,9/30/2018,16:25:00,LAC,SF,29,27,LAC
2018093011,2018,4,9/30/2018,16:25:00,NYG,NO,18,33,NO
2018093012,2018,4,9/30/2018,20:20:00,PIT,BAL,14,26,BAL
2018100100,2018,4,10/1/2018,20:15:00,DEN,KC,23,27,KC
2018100400,2018,5,10/4/2018,20:20:00,NE,IND,38,24,NE
2018100700,2018,5,10/7/2018,13:00:00,BUF,TEN,13,12,BUF
2018100701,2018,5,10/7/2018,13:00:00,CAR,NYG,33,31,CAR
2018100702,2018,5,10/7/2018,13:00:00,CIN,MIA,27,17,CIN
2018100703,2018,5,10/7/2018,13:00:00,CLE,BAL,12,9,CLE
2018100704,2018,5,10/7/2018,13:00:00,DET,GB,31,23,DET
2018100705,2018,5,10/7/2018,13:00:00,KC,JAX,30,14,KC
2018100706,2018,5,10/7/2018,13:00:00,NYJ,DEN,34,16,NYJ
2018100707,2018,5,10/7/2018,13:00:00,PIT,ATL,41,17,PIT
2018100708,2018,5,10/7/2018,16:05:00,LAC,OAK,26,10,LAC
2018100709,2018,5,10/7/2018,16:25:00,PHI,MIN,21,23,MIN
2018100710,2018,5,10/7/2018,16:25:00,SF,ARI,18,28,ARI
2018100711,2018,5,10/7/2018,16:25:00,SEA,LA,31,33,LA
2018100712,2018,5,10/7/2018,20:20:00,HOU,DAL,19,16,HOU
2018100800,2018,5,10/8/2018,20:15:00,NO,WAS,43,19,NO
2018101100,2018,6,10/11/2018,20:20:00,NYG,PHI,34,13,NYG
2018101400,2018,6,10/14/2018,13:00:00,ATL,TB,34,29,ATL
2018101401,2018,6,10/14/2018,13:00:00,CIN,PIT,21,28,PIT
2018101402,2018,6,10/14/2018,13:00:00,CLE,LAC,14,38,LAC
2018101403,2018,6,10/14/2018,13:00:00,HOU,BUF,20,13,HOU
2018101404,2018,6,10/14/2018,13:00:00,MIA,CHI,31,28,MIA
2018101405,2018,6,10/14/2018,13:00:00,MIN,ARI,27,17,MIN
2018101406,2018,6,10/14/2018,13:00:00,NYJ,IND,42,34,NYJ
2018101407,2018,6,10/14/2018,13:00:00,OAK,SEA,3,27,SEA
2018101408,2018,6,10/14/2018,13:00:00,WAS,CAR,23,17,WAS
2018101409,2018,6,10/14/2018,16:05:00,DEN,LA,20,23,LA
2018101410,2018,6,10/14/2018,16:25:00,DAL,JAX,40,7,DAL
2018101411,2018,6,10/14/2018,16:25:00,TEN,BAL,0,21,BAL
2018101412,2018,6,10/14/2018,20:20:00,NE,KC,43,40,NE
2018101500,2018,6,10/15/2018,20:15:00,GB,SF,33,30,GB
2018101800,2018,7,10/18/2018,20:20:00,ARI,DEN,10,45,DEN
2018102100,2018,7,10/21/2018,9:30:00,LAC,TEN,20,19,LAC
2018102101,2018,7,10/21/2018,16:05:00,BAL,NO,23,24,NO
2018102102,2018,7,10/21/2018,13:00:00,CHI,NE,31,38,NE
2018102103,2018,7,10/21/2018,13:00:00,IND,BUF,37,5,IND
2018102104,2018,7,10/21/2018,13:00:00,JAX,HOU,7,20,HOU
2018102105,2018,7,10/21/2018,20:20:00,KC,CIN,45,10,KC
2018102106,2018,7,10/21/2018,13:00:00,MIA,DET,21,32,DET
2018102107,2018,7,10/21/2018,13:00:00,NYJ,MIN,17,37,MIN
2018102108,2018,7,10/21/2018,13:00:00,PHI,CAR,17,21,CAR
2018102109,2018,7,10/21/2018,13:00:00,TB,CLE,26,23,TB
2018102110,2018,7,10/21/2018,16:25:00,WAS,DAL,20,17,WAS
2018102111,2018,7,10/21/2018,16:25:00,SF,LA,10,39,LA
2018102200,2018,7,10/22/2018,20:15:00,ATL,NYG,23,20,ATL
2018102500,2018,8,10/25/2018,20:20:00,HOU,MIA,42,23,HOU
2018102800,2018,8,10/28/2018,9:30:00,JAX,PHI,18,24,PHI
2018102801,2018,8,10/28/2018,13:00:00,CAR,BAL,26,21,CAR
2018102802,2018,8,10/28/2018,13:00:00,CHI,NYJ,24,10,CHI
2018102803,2018,8,10/28/2018,13:00:00,CIN,TB,37,34,CIN
2018102804,2018,8,10/28/2018,13:00:00,DET,SEA,14,28,SEA
2018102805,2018,8,10/28/2018,13:00:00,KC,DEN,30,23,KC
2018102806,2018,8,10/28/2018,13:00:00,NYG,WAS,13,20,WAS
2018102807,2018,8,10/28/2018,13:00:00,PIT,CLE,33,18,PIT
2018102808,2018,8,10/28/2018,16:05:00,OAK,IND,28,42,IND
2018102809,2018,8,10/28/2018,16:25:00,ARI,SF,18,15,ARI
2018102810,2018,8,10/28/2018,16:25:00,LA,GB,29,27,LA
2018102811,2018,8,10/28/2018,20:20:00,MIN,NO,20,30,NO
2018102900,2018,8,10/29/2018,20:15:00,BUF,NE,6,25,NE
2018110100,2018,9,11/1/2018,20:20:00,SF,OAK,34,3,SF
2018110400,2018,9,11/4/2018,13:00:00,BAL,PIT,16,23,PIT
2018110401,2018,9,11/4/2018,13:00:00,BUF,CHI,9,41,CHI
2018110402,2018,9,11/4/2018,13:00:00,CAR,TB,42,28,CAR
2018110403,2018,9,11/4/2018,13:00:00,CLE,KC,21,37,KC
2018110404,2018,9,11/4/2018,13:00:00,MIA,NYJ,13,6,MIA
2018110405,2018,9,11/4/2018,13:00:00,MIN,DET,24,9,MIN
2018110406,2018,9,11/4/2018,13:00:00,WAS,ATL,14,38,ATL
2018110407,2018,9,11/4/2018,16:05:00,DEN,HOU,17,19,HOU
2018110408,2018,9,11/4/2018,16:05:00,SEA,LAC,17,25,LAC
2018110409,2018,9,11/4/2018,16:25:00,NO,LA,45,35,NO
2018110410,2018,9,11/4/2018,20:20:00,NE,GB,31,17,NE
2018110500,2018,9,11/5/2018,20:15:00,DAL,TEN,14,28,TEN
2018110800,2018,10,11/8/2018,20:20:00,PIT,CAR,52,21,PIT
2018111100,2018,10,11/11/2018,13:00:00,CHI,DET,22,34,DET
2018111101,2018,10,11/11/2018,13:00:00,CIN,NO,14,51,NO
2018111102,2018,10,11/11/2018,13:00:00,CLE,ATL,28,16,CLE
2018111103,2018,10,11/11/2018,16:25:00,GB,MIA,31,12,GB
2018111104,2018,10,11/11/2018,13:00:00,IND,JAX,29,26,IND
2018111105,2018,10,11/11/2018,13:00:00,KC,ARI,26,14,KC
2018111106,2018,10,11/11/2018,13:00:00,NYJ,BUF,10,41,BUF
2018111107,2018,10,11/11/2018,13:00:00,TB,WAS,3,16,WAS
2018111108,2018,10,11/11/2018,13:00:00,TEN,NE,34,10,TEN
2018111109,2018,10,11/11/2018,16:05:00,OAK,LAC,6,20,LAC
2018111110,2018,10,11/11/2018,16:25:00,LA,SEA,36,31,LA
2018111111,2018,10,11/11/2018,20:20:00,PHI,DAL,20,27,DAL
2018111200,2018,10,11/12/2018,20:15:00,SF,NYG,23,27,NYG
2018111500,2018,11,11/15/2018,20:20:00,SEA,GB,27,24,SEA
2018111800,2018,11,11/18/2018,13:00:00,ATL,DAL,19,22,DAL
2018111801,2018,11,11/18/2018,13:00:00,BAL,CIN,24,21,BAL
2018111802,2018,11,11/18/2018,20:20:00,CHI,MIN,25,20,CHI
2018111803,2018,11,11/18/2018,13:00:00,DET,CAR,20,19,DET
2018111804,2018,11,11/18/2018,13:00:00,IND,TEN,38,10,IND
2018111805,2018,11,11/18/2018,13:00:00,NYG,TB,38,35,NYG
2018111806,2018,11,11/18/2018,13:00:00,WAS,HOU,21,23,HOU
2018111807,2018,11,11/18/2018,16:05:00,ARI,OAK,21,23,OAK
2018111808,2018,11,11/18/2018,16:05:00,LAC,DEN,22,23,DEN
2018111809,2018,11,11/18/2018,16:25:00,NO,PHI,48,7,NO
2018111810,2018,11,11/18/2018,13:00:00,JAX,PIT,16,20,PIT
2018111900,2018,11,11/19/2018,20:15:00,LA,KC,54,51,LA
2018112200,2018,12,11/22/2018,12:30:00,DET,CHI,16,23,CHI
2018112201,2018,12,11/22/2018,16:30:00,DAL,WAS,31,23,DAL
2018112202,2018,12,11/22/2018,20:20:00,NO,ATL,31,17,NO
2018112500,2018,12,11/25/2018,13:00:00,BAL,OAK,34,17,BAL
2018112501,2018,12,11/25/2018,13:00:00,BUF,JAX,24,21,BUF
2018112502,2018,12,11/25/2018,13:00:00,CAR,SEA,27,30,SEA
2018112503,2018,12,11/25/2018,13:00:00,CIN,CLE,35,20,CIN
2018112504,2018,12,11/25/2018,16:25:00,IND,MIA,27,24,IND
2018112505,2018,12,11/25/2018,13:00:00,NYJ,NE,13,27,NE
2018112506,2018,12,11/25/2018,13:00:00,PHI,NYG,25,22,PHI
2018112507,2018,12,11/25/2018,13:00:00,TB,SF,27,9,TB
2018112508,2018,12,11/25/2018,16:05:00,LAC,ARI,45,10,LAC
2018112509,2018,12,11/25/2018,16:25:00,DEN,PIT,24,17,DEN
2018112510,2018,12,11/25/2018,20:20:00,MIN,GB,24,17,MIN
2018112600,2018,12,11/26/2018,20:15:00,HOU,TEN,34,17,HOU
2018112900,2018,13,11/29/2018,20:20:00,DAL,NO,13,10,DAL
2018120200,2018,13,12/2/2018,13:00:00,ATL,BAL,16,26,BAL
2018120201,2018,13,12/2/2018,13:00:00,CIN,DEN,10,24,DEN
2018120202,2018,13,12/2/2018,13:00:00,DET,LA,16,30,LA
2018120203,2018,13,12/2/2018,13:00:00,GB,ARI,17,20,ARI
2018120204,2018,13,12/2/2018,13:00:00,HOU,CLE,29,13,HOU
2018120205,2018,13,12/2/2018,13:00:00,JAX,IND,6,0,JAX
2018120206,2018,13,12/2/2018,13:00:00,MIA,BUF,31,17,MIA
2018120207,2018,13,12/2/2018,13:00:00,NYG,CHI,30,27,NYG
2018120208,2018,13,12/2/2018,20:20:00,PIT,LAC,30,33,LAC
2018120209,2018,13,12/2/2018,13:00:00,TB,CAR,24,17,TB
2018120210,2018,13,12/2/2018,16:05:00,OAK,KC,33,40,KC
2018120211,2018,13,12/2/2018,16:05:00,TEN,NYJ,26,22,TEN
2018120212,2018,13,12/2/2018,16:25:00,NE,MIN,24,10,NE
2018120213,2018,13,12/2/2018,16:25:00,SEA,SF,43,16,SEA
2018120300,2018,13,12/3/2018,20:15:00,PHI,WAS,28,13,PHI
2018120600,2018,14,12/6/2018,20:20:00,TEN,JAX,30,9,TEN
2018120900,2018,14,12/9/2018,13:00:00,BUF,NYJ,23,27,NYJ
2018120901,2018,14,12/9/2018,20:20:00,CHI,LA,15,6,CHI
2018120902,2018,14,12/9/2018,13:00:00,CLE,CAR,26,20,CLE
2018120903,2018,14,12/9/2018,13:00:00,GB,ATL,34,20,GB
2018120904,2018,14,12/9/2018,13:00:00,HOU,IND,21,24,IND
2018120905,2018,14,12/9/2018,13:00:00,KC,BAL,27,24,KC
2018120906,2018,14,12/9/2018,13:00:00,MIA,NE,34,33,MIA
2018120907,2018,14,12/9/2018,13:00:00,TB,NO,14,28,NO
2018120908,2018,14,12/9/2018,13:00:00,WAS,NYG,16,40,NYG
2018120909,2018,14,12/9/2018,16:05:00,LAC,CIN,26,21,LAC
2018120910,2018,14,12/9/2018,16:05:00,SF,DEN,20,14,SF
2018120911,2018,14,12/9/2018,16:25:00,ARI,DET,3,17,DET
2018120912,2018,14,12/9/2018,16:25:00,DAL,PHI,29,23,DAL
2018120913,2018,14,12/9/2018,16:25:00,OAK,PIT,24,21,OAK
2018121000,2018,14,12/10/2018,20:15:00,SEA,MIN,21,7,SEA
2018121300,2018,15,12/13/2018,20:20:00,KC,LAC,28,29,LAC
2018121500,2018,15,12/15/2018,16:30:00,NYJ,HOU,22,29,HOU
2018121501,2018,15,12/15/2018,20:20:00,DEN,CLE,16,17,CLE
2018121600,2018,15,12/16/2018,13:00:00,ATL,ARI,40,14,ATL
2018121601,2018,15,12/16/2018,13:00:00,BAL,TB,20,12,BAL
2018121602,2018,15,12/16/2018,13:00:00,BUF,DET,13,14,DET
2018121603,2018,15,12/16/2018,13:00:00,CHI,GB,24,17,CHI
2018121604,2018,15,12/16/2018,13:00:00,CIN,OAK,30,16,CIN
2018121605,2018,15,12/16/2018,13:00:00,IND,DAL,23,0,IND
2018121606,2018,15,12/16/2018,13:00:00,JAX,WAS,13,16,WAS
2018121607,2018,15,12/16/2018,13:00:00,MIN,MIA,41,17,MIN
2018121608,2018,15,12/16/2018,13:00:00,NYG,TEN,0,17,TEN
2018121609,2018,15,12/16/2018,16:05:00,SF,SEA,26,23,SF
2018121610,2018,15,12/16/2018,16:25:00,PIT,NE,17,10,PIT
2018121611,2018,15,12/16/2018,20:20:00,LA,PHI,23,30,PHI
2018121700,2018,15,12/17/2018,20:15:00,CAR,NO,9,12,NO
2018122200,2018,16,12/22/2018,16:30:00,TEN,WAS,25,16,TEN
2018122201,2018,16,12/22/2018,20:20:00,LAC,BAL,10,22,BAL
2018122300,2018,16,12/23/2018,13:00:00,IND,NYG,28,27,IND
2018122302,2018,16,12/23/2018,13:00:00,MIA,JAX,7,17,JAX
2018122304,2018,16,12/23/2018,13:00:00,CAR,ATL,10,24,ATL
2018122305,2018,16,12/23/2018,13:00:00,CLE,CIN,26,18,CLE
2018122306,2018,16,12/23/2018,13:00:00,DAL,TB,27,20,DAL
2018122307,2018,16,12/23/2018,13:00:00,DET,MIN,9,27,MIN
2018122308,2018,16,12/23/2018,13:00:00,NE,BUF,24,12,NE
2018122309,2018,16,12/23/2018,13:00:00,NYJ,GB,38,44,GB
2018122310,2018,16,12/23/2018,13:00:00,PHI,HOU,32,30,PHI
2018122311,2018,16,12/23/2018,16:05:00,ARI,LA,9,31,LA
2018122312,2018,16,12/23/2018,16:05:00,SF,CHI,9,14,CHI
2018122313,2018,16,12/23/2018,16:25:00,NO,PIT,31,28,NO
2018122314,2018,16,12/23/2018,20:20:00,SEA,KC,38,31,SEA
2018122400,2018,16,12/24/2018,20:15:00,OAK,DEN,27,14,OAK
2018123000,2018,17,12/30/2018,16:25:00,BAL,CLE,26,24,BAL
2018123001,2018,17,12/30/2018,13:00:00,BUF,MIA,42,17,BUF
2018123002,2018,17,12/30/2018,13:00:00,GB,DET,0,31,DET
2018123003,2018,17,12/30/2018,13:00:00,HOU,JAX,20,3,HOU
2018123004,2018,17,12/30/2018,16:25:00,KC,OAK,35,3,KC
2018123005,2018,17,12/30/2018,16:25:00,MIN,CHI,10,24,CHI
2018123006,2018,17,12/30/2018,13:00:00,NE,NYJ,38,3,NE
2018123007,2018,17,12/30/2018,13:00:00,NO,CAR,14,33,CAR
2018123008,2018,17,12/30/2018,13:00:00,NYG,DAL,35,36,DAL
2018123009,2018,17,12/30/2018,16:25:00,PIT,CIN,16,13,PIT
2018123010,2018,17,12/30/2018,13:00:00,TB,ATL,32,34,ATL
2018123011,2018,17,12/30/2018,20:20:00,TEN,IND,17,33,IND
2018123012,2018,17,12/30/2018,16:25:00,WAS,PHI,0,24,PHI
2018123013,2018,17,12/30/2018,16:25:00,DEN,LAC,9,23,LAC
2018123014,2018,17,12/30/2018,16:25:00,LA,SF,48,32,LA
2018123015,2018,17,12/30/2018,16:25:00,SEA,ARI,27,24,SEA
2019090500,2019,1,9/5/2019,20:20:00,CHI,GB,24,10,CHI
2019090800,2019,1,9/8/2019,13:00:00,CAR,LA,27,30,LA
2019090801,2019,1,9/8/2019,13:00:00,CLE,TEN,13,43,TEN
2019090802,2019,1,9/8/2019,13:00:00,JAX,KC,26,40,KC
2019090803,2019,1,9/8/2019,13:00:00,MIA,BAL,10,59,BAL
2019090804,2019,1,9/8/2019,13:00:00,MIN,ATL,28,12,MIN
2019090805,2019,1,9/8/2019,13:00:00,NYJ,BUF,17,16,NYJ
2019090806,2019,1,9/8/2019,13:00:00,PHI,WAS,32,27,PHI
2019090807,2019,1,9/8/2019,16:05:00,LAC,IND,30,24,LAC
2019090808,2019,1,9/8/2019,16:05:00,SEA,CIN,21,20,SEA
2019090809,2019,1,9/8/2019,16:25:00,ARI,DET,27,27,Draw
2019090810,2019,1,9/8/2019,16:25:00,DAL,NYG,35,17,DAL
2019090811,2019,1,9/8/2019,16:25:00,TB,SF,17,31,SF
2019090812,2019,1,9/8/2019,20:20:00,NE,PIT,33,3,NE
2019090900,2019,1,9/9/2019,19:10:00,NO,HOU,30,28,NO
2019090901,2019,1,9/9/2019,22:20:00,OAK,DEN,24,16,OAK
2019091200,2019,2,9/12/2019,20:20:00,CAR,TB,14,20,TB
2019091500,2019,2,9/15/2019,13:00:00,BAL,ARI,23,17,BAL
2019091501,2019,2,9/15/2019,13:00:00,CIN,SF,17,41,SF
2019091502,2019,2,9/15/2019,13:00:00,DET,LAC,13,10,DET
2019091503,2019,2,9/15/2019,13:00:00,GB,MIN,21,16,GB
2019091504,2019,2,9/15/2019,13:00:00,HOU,JAX,13,12,HOU
2019091505,2019,2,9/15/2019,13:00:00,MIA,NE,0,43,NE
2019091506,2019,2,9/15/2019,13:00:00,NYG,BUF,14,28,BUF
2019091507,2019,2,9/15/2019,13:00:00,PIT,SEA,26,28,SEA
2019091508,2019,2,9/15/2019,13:00:00,TEN,IND,17,19,IND
2019091509,2019,2,9/15/2019,13:00:00,WAS,DAL,21,31,DAL
2019091510,2019,2,9/15/2019,16:05:00,OAK,KC,10,28,KC
2019091511,2019,2,9/15/2019,16:25:00,DEN,CHI,14,16,CHI
2019091512,2019,2,9/15/2019,16:25:00,LA,NO,27,9,LA
2019091513,2019,2,9/15/2019,20:20:00,ATL,PHI,24,20,ATL
2019091600,2019,2,9/16/2019,20:15:00,NYJ,CLE,23,3,NYJ
2019091900,2019,3,9/19/2019,20:20:00,JAX,TEN,20,7,JAX
2019092200,2019,3,9/22/2019,13:00:00,BUF,CIN,21,17,BUF
2019092201,2019,3,9/22/2019,13:00:00,DAL,MIA,31,6,DAL
2019092202,2019,3,9/22/2019,13:00:00,GB,DEN,27,16,GB
2019092203,2019,3,9/22/2019,13:00:00,IND,ATL,27,24,IND
2019092204,2019,3,9/22/2019,13:00:00,KC,BAL,33,28,KC
2019092205,2019,3,9/22/2019,13:00:00,MIN,OAK,34,14,MIN
2019092206,2019,3,9/22/2019,13:00:00,NE,NYJ,30,14,NE
2019092207,2019,3,9/22/2019,13:00:00,PHI,DET,24,27,DET
2019092208,2019,3,9/22/2019,16:05:00,ARI,CAR,20,38,CAR
2019092209,2019,3,9/22/2019,16:05:00,TB,NYG,31,32,NYG
2019092210,2019,3,9/22/2019,16:25:00,LAC,HOU,20,27,HOU
2019092211,2019,3,9/22/2019,16:25:00,SEA,NO,27,33,NO
2019092212,2019,3,9/22/2019,16:25:00,SF,PIT,24,20,SF
2019092213,2019,3,9/22/2019,20:20:00,CLE,LA,13,20,LA
2019092300,2019,3,9/23/2019,20:15:00,WAS,CHI,15,31,CHI
2019092600,2019,4,9/26/2019,20:20:00,GB,PHI,27,34,PHI
2019092900,2019,4,9/29/2019,13:00:00,ATL,TEN,10,24,TEN
2019092901,2019,4,9/29/2019,13:00:00,BAL,CLE,25,40,CLE
2019092902,2019,4,9/29/2019,13:00:00,BUF,NE,10,16,NE
2019092903,2019,4,9/29/2019,13:00:00,DET,KC,30,34,KC
2019092904,2019,4,9/29/2019,13:00:00,HOU,CAR,10,16,CAR
2019092905,2019,4,9/29/2019,13:00:00,IND,OAK,24,31,OAK
2019092906,2019,4,9/29/2019,13:00:00,MIA,LAC,10,30,LAC
2019092907,2019,4,9/29/2019,13:00:00,NYG,WAS,34,3,NYG
2019092908,2019,4,9/29/2019,16:05:00,ARI,SEA,10,27,SEA
2019092909,2019,4,9/29/2019,16:05:00,LA,TB,40,55,TB
2019092911,2019,4,9/29/2019,16:25:00,DEN,JAX,24,26,JAX
2019092912,2019,4,9/29/2019,20:20:00,NO,DAL,12,10,NO
2019093000,2019,4,9/30/2019,20:15:00,PIT,CIN,27,3,PIT
2019100300,2019,5,10/3/2019,20:20:00,SEA,LA,30,29,SEA
2019100600,2019,5,10/6/2019,13:00:00,CAR,JAX,34,27,CAR
2019100601,2019,5,10/6/2019,13:00:00,CIN,ARI,23,26,ARI
2019100602,2019,5,10/6/2019,13:00:00,HOU,ATL,53,32,HOU
2019100603,2019,5,10/6/2019,13:00:00,NO,TB,31,24,NO
2019100604,2019,5,10/6/2019,13:00:00,NYG,MIN,10,28,MIN
2019100605,2019,5,10/6/2019,13:00:00,OAK,CHI,24,21,OAK
2019100606,2019,5,10/6/2019,13:00:00,PHI,NYJ,31,6,PHI
2019100607,2019,5,10/6/2019,13:00:00,PIT,BAL,23,26,BAL
2019100608,2019,5,10/6/2019,13:00:00,TEN,BUF,7,14,BUF
2019100609,2019,5,10/6/2019,13:00:00,WAS,NE,7,33,NE
2019100610,2019,5,10/6/2019,16:05:00,LAC,DEN,13,20,DEN
2019100611,2019,5,10/6/2019,16:25:00,DAL,GB,23,34,GB
2019100612,2019,5,10/6/2019,20:20:00,KC,IND,13,19,IND
2019100700,2019,5,10/7/2019,20:15:00,SF,CLE,31,3,SF
2019101000,2019,6,10/10/2019,20:20:00,NE,NYG,35,14,NE
2019101300,2019,6,10/13/2019,9:30:00,TB,CAR,26,37,CAR
2019101301,2019,6,10/13/2019,13:00:00,BAL,CIN,23,17,BAL
2019101302,2019,6,10/13/2019,13:00:00,CLE,SEA,28,32,SEA
2019101303,2019,6,10/13/2019,13:00:00,JAX,NO,6,13,NO
2019101304,2019,6,10/13/2019,13:00:00,KC,HOU,24,31,HOU
2019101305,2019,6,10/13/2019,13:00:00,MIA,WAS,16,17,WAS
2019101306,2019,6,10/13/2019,13:00:00,MIN,PHI,38,20,MIN
2019101307,2019,6,10/13/2019,16:05:00,ARI,ATL,34,33,ARI
2019101308,2019,6,10/13/2019,16:05:00,LA,SF,7,20,SF
2019101309,2019,6,10/13/2019,16:25:00,DEN,TEN,16,0,DEN
2019101310,2019,6,10/13/2019,16:25:00,NYJ,DAL,24,22,NYJ
2019101311,2019,6,10/13/2019,20:20:00,LAC,PIT,17,24,PIT
2019101400,2019,6,10/14/2019,20:15:00,GB,DET,23,22,GB
2019101700,2019,7,10/17/2019,20:20:00,DEN,KC,6,30,KC
2019102000,2019,7,10/20/2019,13:00:00,ATL,LA,10,37,LA
2019102001,2019,7,10/20/2019,13:00:00,BUF,MIA,31,21,BUF
2019102002,2019,7,10/20/2019,13:00:00,CIN,JAX,17,27,JAX
2019102003,2019,7,10/20/2019,13:00:00,DET,MIN,30,43,MIN
2019102004,2019,7,10/20/2019,13:00:00,GB,OAK,42,24,GB
2019102005,2019,7,10/20/2019,13:00:00,IND,HOU,30,23,IND
2019102006,2019,7,10/20/2019,13:00:00,NYG,ARI,21,27,ARI
2019102007,2019,7,10/20/2019,13:00:00,WAS,SF,0,9,SF
2019102008,2019,7,10/20/2019,16:05:00,TEN,LAC,23,20,TEN
2019102009,2019,7,10/20/2019,16:25:00,CHI,NO,25,36,NO
2019102010,2019,7,10/20/2019,16:25:00,SEA,BAL,16,30,BAL
2019102011,2019,7,10/20/2019,20:20:00,DAL,PHI,37,10,DAL
2019102100,2019,7,10/21/2019,20:15:00,NYJ,NE,0,33,NE
2019102400,2019,8,10/24/2019,20:20:00,MIN,WAS,19,9,MIN
2019102700,2019,8,10/27/2019,13:00:00,ATL,SEA,20,27,SEA
2019102701,2019,8,10/27/2019,13:00:00,BUF,PHI,13,31,PHI
2019102702,2019,8,10/27/2019,13:00:00,CHI,LAC,16,17,LAC
2019102703,2019,8,10/27/2019,13:00:00,DET,NYG,31,26,DET
