Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
11,2014,2014-11-16,,11,,HOU,@,CLE,W 23-7,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury
12,2014,2014-11-23,,12,,HOU,,CIN,L 13-22,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury
13,2014,2014-11-30,,13,,HOU,,TEN,W 45-21,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury
14,2014,2014-12-07,,14,,HOU,@,JAX,W 27-13,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury
15,2014,2014-12-14,,15,,HOU,@,IND,L 10-17,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury
16,2014,2014-12-21,,16,,HOU,,BAL,W 25-13,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury
17,2014,2014-12-28,,17,,HOU,,JAX,W 23-17,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury
18,2015,2015-09-13,,1,,HOU,,KAN,L 20-27,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury
19,2015,2015-09-20,,2,,HOU,@,CAR,L 17-24,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury
20,2015,2015-09-27,,3,,HOU,,TAM,W 19-9,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury
21,2015,2015-10-04,,4,,HOU,@,ATL,L 21-48,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury
22,2015,2015-10-08,,5,,HOU,,IND,L 20-27,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury
23,2015,2015-10-18,,6,,HOU,@,JAX,W 31-20,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury
24,2015,2015-10-25,,7,,HOU,@,MIA,L 26-44,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury
25,2015,2015-11-01,,8,,HOU,,TEN,W 20-6,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury
26,2015,2015-11-16,,10,,HOU,@,CIN,W 10-6,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury
27,2015,2015-11-22,,11,,HOU,,NYJ,W 24-17,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury
28,2015,2015-11-29,,12,,HOU,,NOR,W 24-6,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury
29,2015,2015-12-06,,13,,HOU,@,BUF,L 21-30,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury
30,2015,2015-12-13,,14,,HOU,,NWE,L 6-27,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury
31,2015,2015-12-20,,15,,HOU,@,IND,W 16-10,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury
32,2015,2015-12-27,,16,,HOU,@,TEN,W 34-6,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury
33,2015,2016-01-03,,17,,HOU,,JAX,W 30-6,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury,Non-Football Injury
34,2017,2017-12-25,15,16,27.123,HOU,,PIT,L 6-34,,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,9,16%,0,0%,1,4%,
35,2017,2017-12-31,16,17,27.129,HOU,@,IND,L 13-22,,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,19,35%,0,0%,3,12%,
36,2019,2019-09-08,1,1,29.015,TEN,@,CLE,W 43-13,,,,,,,0.0%,,0,0,,,,,,,0,,,0,0,0,1,2%,0,0%,7,21%,
37,2019,2019-09-15,2,2,29.022,TEN,,IND,L 17-19,,1,1,1,1.00,1,100.0%,1.00,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,1,2%,0,0%,4,15%,
38,2019,2019-09-19,3,3,29.026,TEN,@,JAX,L 7-20,,,,,,,0.0%,,0,0,,,,,,,0,,,0,0,0,4,5%,0,0%,1,4%,
39,2019,2019-09-29,4,4,29.036,TEN,@,ATL,W 24-10,,,,,,,0.0%,,0,0,,,,,,,0,,,0,0,0,1,2%,0,0%,4,17%,
40,2019,2019-10-06,,5,,TEN,,BUF,L 7-14,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
41,2020,2020-10-13,4,5,30.050,TEN,,BUF,W 42-16,,,,,,,0.0%,,0,0,,,,,,,0,,,0,0,0,0,0%,0,0%,6,24%,
42,2020,2020-10-25,6,7,30.062,TEN,,PIT,L 24-27,,,,,,,0.0%,,0,0,,,,,,,0,,,0,0,0,0,0%,0,0%,5,18%,
43,2020,2020-11-01,7,8,30.069,TEN,@,CIN,L 20-31,,,,,,,0.0%,,0,0,,,,,,,0,,,0,0,0,1,2%,0,0%,3,13%,
44,2020,2020-11-08,8,9,30.076,TEN,,CHI,W 24-17,,,,,,,0.0%,,0,0,,,,,,,0,,,0,0,0,5,9%,0,0%,4,12%,
45,2020,2020-11-12,9,10,30.080,TEN,,IND,L 17-34,,,,,,,0.0%,,0,0,,,,,,,0,,,0,0,0,9,14%,0,0%,4,16%,
46,2020,2020-11-22,10,11,30.090,TEN,@,BAL,W 30-24,,,,,,,0.0%,,0,0,,,,,,,0,,,0,0,0,18,26%,0,0%,4,15%,
47,2020,2020-11-29,11,12,30.097,TEN,@,IND,W 45-26,*,,,,,,0.0%,,0,0,,,,,,,0,,,0,0,0,72,100%,0,0%,8,25%,
48,2020,2020-12-06,12,13,30.104,TEN,,CLE,L 35-41,*,,,,,,0.0%,,0,0,,,,,,,0,,,0,0,0,73,100%,0,0%,3,10%,
49,2020,2020-12-13,13,14,30.111,TEN,@,JAX,W 31-10,*,,,,,,0.0%,,0,0,,,,,,,0,,,0,0,0,66,100%,0,0%,5,20%,
50,2020,2020-12-20,14,15,30.118,TEN,,DET,W 46-25,*,,,,,,0.0%,,0,0,,,,,,,0,,,0,0,0,68,100%,0,0%,6,23%,
51,2020,2020-12-27,15,16,30.125,TEN,@,GNB,L 14-40,*,,,,,,0.0%,,0,0,,,,,,,0,,,0,0,0,55,100%,0,0%,2,9%,
52,2020,2021-01-03,16,17,30.132,TEN,@,HOU,W 41-38,*,,,,,,0.0%,,0,0,,,,,,,0,,,0,0,0,71,100%,0,0%,7,21%,
53,2021,2021-09-12,1,1,31.019,TEN,,ARI,L 13-38,*,,,,,,0.0%,,0,0,,,,,,,,,,,,,64,100%,0,0%,3,11%,
54,2021,2021-09-19,2,2,31.026,TEN,@,SEA,W 33-30,*,,,,,,0.0%,,0,0,,,,,,,,,,,,,88,100%,0,0%,8,22%,
55,2021,2021-09-26,3,3,31.033,TEN,,IND,W 25-16,*,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,67,99%,0,0%,3,13%,
56,2021,2021-10-03,4,4,31.040,TEN,@,NYJ,L 24-27,*,,,,,,0.0%,,0,0,,,,,,,,,,,,,100,100%,0,0%,5,15%,
57,2021,2021-10-10,5,5,31.047,TEN,@,JAX,W 37-19,*,,,,,,0.0%,,0,0,,,,,,,,,,,,,64,100%,0,0%,6,23%,
58,2021,2021-10-18,6,6,31.055,TEN,,BUF,W 34-31,*,,,,,,0.0%,,0,0,,,,,,,,,,,,,53,100%,0,0%,6,21%,
59,2021,2021-10-24,7,7,31.061,TEN,,KAN,W 27-3,*,,,,,,0.0%,,0,0,,,,,,,,,,,,,68,100%,0,0%,5,26%,
60,2021,2021-10-31,8,8,31.068,TEN,@,IND,W 34-31,*,,,,,,0.0%,,0,0,,,,,,,,,,,,,73,100%,0,0%,6,19%,
61,2021,2021-11-07,9,9,31.075,TEN,@,LAR,W 28-16,*,,,,,,0.0%,,0,0,,,,,,,,,,,,,58,100%,0,0%,4,15%,
62,2021,2021-11-14,10,10,31.082,TEN,,NOR,W 23-21,*,,,,,,0.0%,,0,0,,,,,,,,,,,,,60,100%,0,0%,5,17%,
63,2021,2021-11-21,11,11,31.089,TEN,,HOU,L 13-22,*,,,,,,0.0%,,0,0,,,,,,,,,,,,,81,100%,0,0%,2,8%,
64,2021,2021-11-28,12,12,31.096,TEN,@,NWE,L 13-36,*,,,,,,0.0%,,0,0,,,,,,,,,,,,,63,100%,0,0%,3,11%,
65,2021,2021-12-12,13,14,31.110,TEN,,JAX,W 20-0,*,,,,,,0.0%,,0,0,,,,,,,,,,,,,71,100%,0,0%,5,24%,
66,2021,2021-12-19,14,15,31.117,TEN,@,PIT,L 13-19,*,,,,,,0.0%,,0,0,,,,,,,,,,,,,80,100%,0,0%,3,11%,
67,2021,2021-12-23,15,16,31.121,TEN,,SFO,W 20-17,*,,,,,,0.0%,,0,0,,,,,,,,,,,,,62,100%,0,0%,4,17%,
68,2021,2022-01-02,16,17,31.131,TEN,,MIA,W 34-3,*,,,,,,0.0%,,0,0,,,,,,,,,,,,,63,100%,0,0%,6,23%,
69,2021,2022-01-09,17,18,31.138,TEN,@,HOU,W 28-25,*,,,,,,0.0%,,0,0,,,,,,,,,,,,,68,100%,0,0%,5,19%,
70,2022,2022-09-08,1,1,32.015,BUF,@,LAR,W 31-10,,,,,,,0.0%,,0,0,,,,,,,,,,,,,0,0%,0,0%,5,26%,
71,2022,2022-09-19,2,2,32.026,BUF,,TEN,W 41-7,,,,,,,0.0%,,0,0,,,,,,,,,,,,,16,24%,0,0%,7,26%,
72,2022,2022-09-25,3,3,32.032,BUF,@,MIA,L 19-21,,,,,,,0.0%,,0,0,,,,,,,,,,,,,58,63%,0,0%,4,18%,
73,2022,2022-10-02,4,4,32.039,BUF,@,BAL,W 23-20,,,,,,,0.0%,,0,0,,,,,,,,,,,,,0,0%,0,0%,5,20%,
74,2022,2022-10-09,5,5,32.046,BUF,,PIT,W 38-3,,,,,,,0.0%,,0,0,,,,,,,,,,,,,8,14%,0,0%,7,28%,
75,2022,2022-10-16,6,6,32.053,BUF,@,KAN,W 24-20,,,,,,,0.0%,,0,0,,,,,,,,,,,,,42,58%,0,0%,4,17%,
76,2022,2022-10-30,7,8,32.067,BUF,,GNB,W 27-17,*,,,,,,0.0%,,0,0,,,,,,,,,,,,,59,100%,0,0%,5,23%,
77,2022,2022-11-06,8,9,32.074,BUF,@,NYJ,L 17-20,*,,,,,,0.0%,,0,0,,,,,,,,,,,,,62,100%,0,0%,4,17%,
78,2022,2022-11-13,9,10,32.081,BUF,,MIN,L 30-33,,,,,,,0.0%,,0,0,,,,,,,,,,,,,0,0%,0,0%,6,18%,
79,2022,2022-11-20,10,11,32.088,BUF,,CLE,W 31-23,,,,,,,0.0%,,0,0,,,,,,,,,,,,,0,0%,0,0%,7,23%,
80,2022,2022-11-24,11,12,32.092,BUF,@,DET,W 28-25,,,,,,,0.0%,,0,0,,,,,,,,,,,,,45,58%,0,0%,5,19%,
81,2022,2022-12-01,12,13,32.099,BUF,@,NWE,W 24-10,*,,,,,,0.0%,,0,0,,,,,,,,,,,,,69,92%,0,0%,3,13%,
82,2022,2022-12-11,13,14,32.109,BUF,,NYJ,W 20-12,,,,,,,0.0%,,0,0,,,,,,,,,,,,,0,0%,0,0%,4,13%,
