Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
27,2021,2022-01-09,17,18,,CLE,,CIN,W 21-16,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
28,2022,2022-09-11,1,1,26.022,CLE,@,CAR,W 26-24,,,,,,,,0,0%,0,0%,6,19%,
29,2022,2022-09-18,2,2,26.029,CLE,,NYJ,L 30-31,,,,,,,,0,0%,0,0%,5,17%,
30,2022,2022-09-22,3,3,26.033,CLE,,PIT,W 29-17,,,,,,,,1,1%,0,0%,4,14%,
31,2022,2022-10-02,4,4,26.043,CLE,@,ATL,L 20-23,,,,,,,,2,3%,0,0%,4,15%,
32,2022,2022-10-09,5,5,26.050,CLE,,LAC,L 28-30,,,,,,,,3,4%,0,0%,6,22%,
33,2022,2022-10-16,6,6,26.057,CLE,,NWE,L 15-38,,,,,,,,55,79%,0,0%,3,10%,
34,2022,2022-10-23,7,7,26.064,CLE,@,BAL,L 20-23,*,,,,,,,60,100%,0,0%,5,19%,
35,2022,2022-10-31,8,8,26.072,CLE,,CIN,W 32-13,*,,,,,,,72,100%,0,0%,6,26%,
36,2022,2022-11-13,9,10,26.085,CLE,@,MIA,L 17-39,,,,,,,,45,67%,0,0%,3,13%,
37,2022,2022-11-20,10,11,26.092,CLE,@,BUF,L 23-31,,,,,,,,73,97%,0,0%,4,13%,
38,2022,2022-11-27,11,12,26.099,CLE,,TAM,W 23-17,*,,,,,,,79,100%,0,0%,4,13%,
39,2022,2022-12-04,12,13,26.106,CLE,@,HOU,W 27-14,*,,,,,,,63,100%,0,0%,5,16%,
40,2022,2022-12-11,13,14,26.113,CLE,@,CIN,L 10-23,*,,,,,,,72,100%,0,0%,2,8%,
41,2022,2022-12-17,14,15,26.119,CLE,,BAL,W 13-3,*,,,,,,,66,100%,0,0%,5,28%,
42,2022,2022-12-24,15,16,26.126,CLE,,NOR,L 10-17,,,,,,,,0,0%,0,0%,2,9%,
43,2022,2023-01-01,16,17,26.134,CLE,@,WAS,W 24-10,,,,,,,,0,0%,0,0%,5,24%,
44,2022,2023-01-08,17,18,26.141,CLE,@,PIT,L 14-28,,,,,,,,1,2%,0,0%,2,9%,
45,2023,2023-09-10,1,1,27.021,ARI,@,WAS,L 16-20,*,,,,,,,62,100%,0,0%,4,14%,
46,2023,2023-09-17,2,2,27.028,ARI,,NYG,L 28-31,*,,,,,,,65,100%,0,0%,5,18%,
47,2023,2023-09-24,3,3,27.035,ARI,,DAL,W 28-16,*,,,,,,,61,100%,0,0%,6,24%,
48,2023,2023-10-01,4,4,27.042,ARI,@,SFO,L 16-35,*,,,,,,,64,90%,0,0%,2,9%,
49,2023,2023-10-08,5,5,27.049,ARI,,CIN,L 20-34,*,,,,,,,57,100%,0,0%,3,11%,
50,2023,2023-10-15,6,6,27.056,ARI,@,LAR,L 9-26,*,,,,,,,76,100%,0,0%,3,11%,
51,2023,2023-10-22,7,7,27.063,ARI,@,SEA,L 10-20,*,1,0,0,0,-11,0,66,100%,0,0%,3,13%,
52,2023,2023-10-29,8,8,27.070,ARI,,BAL,L 24-31,*,0,0,0,1,0,0,77,100%,0,0%,2,7%,
53,2023,2023-11-05,9,9,27.077,ARI,@,CLE,L 0-27,*,,,,,,,52,100%,0,0%,0,0%,
54,2023,2023-11-12,10,10,27.084,ARI,,ATL,W 25-23,*,,,,,,,65,100%,0,0%,5,19%,
55,2023,2023-11-19,11,11,27.091,ARI,@,HOU,L 16-21,*,,,,,,,61,100%,0,0%,2,11%,
56,2023,2023-11-26,12,12,27.098,ARI,,LAR,L 14-37,*,,,,,,,71,100%,0,0%,3,11%,
57,2023,2023-12-03,13,13,27.105,ARI,@,PIT,W 24-10,*,,,,,,,68,100%,0,0%,4,17%,
58,2023,2023-12-17,14,15,27.119,ARI,,SFO,L 29-45,*,,,,,,,74,100%,0,0%,5,16%,
59,2023,2023-12-24,15,16,27.126,ARI,@,CHI,L 16-27,*,,,,,,,61,100%,0,0%,2,7%,
60,2023,2023-12-31,16,17,27.133,ARI,@,PHI,W 35-31,*,,,,,,,76,100%,0,0%,5,20%,
61,2023,2024-01-07,17,18,27.140,ARI,,SEA,L 20-21,*,,,,,,,70,100%,0,0%,6,23%,
62,2024,2024-09-08,1,1,28.019,ARI,@,BUF,L 28-34,*,,,,,,,61,100%,0,0%,4,15%,
63,2024,2024-09-15,2,2,28.026,ARI,,LAR,W 41-10,*,,,,,,,60,91%,0,0%,7,28%,
64,2024,2024-09-22,3,3,28.033,ARI,,DET,L 13-20,*,,,,,,,59,100%,0,0%,3,13%,
65,2024,2024-09-29,4,4,28.040,ARI,,WAS,L 14-42,*,0,0,0,1,0,0,59,100%,0,0%,2,9%,
66,2024,2024-10-06,5,5,28.047,ARI,@,SFO,W 24-23,*,,,,,,,58,100%,0,0%,5,21%,
67,2024,2024-10-13,6,6,28.054,ARI,@,GNB,L 13-34,*,,,,,,,58,100%,0,0%,3,11%,
68,2024,2024-10-21,7,7,28.062,ARI,,LAC,W 17-15,*,,,,,,,57,100%,0,0%,3,14%,
69,2024,2024-10-27,8,8,28.068,ARI,@,MIA,W 28-27,*,,,,,,,66,100%,0,0%,4,15%,
70,2024,2024-11-03,9,9,28.075,ARI,,CHI,W 29-9,*,,,,,,,58,100%,0,0%,6,21%,
71,2024,2024-11-10,10,10,28.082,ARI,,NYJ,W 31-6,*,,,,,,,52,88%,0,0%,5,28%,
72,2024,2024-11-24,11,12,28.096,ARI,@,SEA,L 6-16,*,,,,,,,58,100%,0,0%,3,12%,
